loc_rowid,toi,tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_dist,st_teff,st_logg,st_rad
3441,402.01,120896927,CP,2459139.1265350,4.7559737,2.5469696,398.6310113,1.7254170,8.3157000,44.8155000,5175.2000000,4.3765700,0.8418420
3442,402.02,120896927,CP,2459118.9555690,17.1807214,2.1004813,680.1385904,2.1954034,8.3157000,44.8155000,5175.2000000,4.3765700,0.8418420
3443,4020.01,10974783,FA,2459005.3123330,3.2175308,3.2870000,4980.0000000,,11.8520000,1245.5700000,,,
3444,4021.01,10507330,PC,2459001.0690470,5.1174952,1.6550000,3350.0000000,13.7718000,11.0800000,488.3100000,6429.0000000,3.9200000,2.0700000
3445,4022.01,1271152446,PC,2459003.7928300,7.2087494,3.5670000,6320.0000000,,13.3972000,506.7540000,,,
3446,4023.01,470678283,PC,2459580.4994210,2.7991675,2.1680000,9210.0000000,,13.4975000,,4841.6000000,,
3447,4024.01,470169396,PC,2458998.2859300,6.3259763,5.6110000,4780.0000000,13.1831000,13.2309000,958.6820000,5842.0000000,3.9000000,1.9000000
3448,4025.01,441730540,PC,2459582.2239500,16.2844479,6.1580000,4850.0000000,8.7323500,13.3177000,769.2040000,5770.0000000,4.2900000,1.2000000
3449,4026.01,428963229,PC,2459004.4209310,3.1239727,2.6530000,5020.0000000,,13.1759000,497.5940000,4861.0000000,,
3450,4027.01,427866520,PC,2459005.2821370,3.6074290,2.3440000,830.0000000,2.7014400,11.3099000,207.2430000,5593.0000000,4.5200000,0.9100000
3451,4028.01,406634633,PC,2459005.4057690,3.9589481,2.4570000,15370.0000000,15.3461000,13.0911000,610.0740000,5963.0000000,4.3000000,1.2200000
3452,4029.01,393633044,PC,2459005.4433300,5.8848559,3.6660000,2940.0000000,6.6024600,11.1718000,274.4360000,5712.4000000,4.3000000,1.1800000
3453,403.01,257567854,KP,2458411.9015920,3.5328220,3.4431200,11283.6194230,13.4749050,11.1850000,317.6520000,6153.0000000,4.3415200,1.2500000
3454,4030.01,390021939,PC,2459443.1397320,2.5090040,2.2970000,2970.0000000,5.4830900,13.2338000,571.6150000,5574.0000000,4.4400000,0.9900000
3455,4031.01,389968080,PC,2459608.3479220,10.0462837,1.6820000,16900.0000000,12.7431000,13.2687000,565.4370000,5637.9000000,4.4900000,0.9500000
3456,4032.01,387603144,FP,2459007.4019490,2.4567112,1.7160000,530.0000000,3.0513600,11.0498000,296.0120000,6223.0000000,4.3900000,1.1600000
3457,4033.01,387330895,PC,2459008.6901990,3.6143478,1.9410000,12550.0000000,,13.2787000,,,,
3458,4034.01,375654303,PC,2459008.6987360,1.8020959,3.0090000,8740.0000000,17.4795000,12.5798000,745.1450000,5760.0000000,3.9200000,1.8500000
3459,4035.01,372392226,PC,2459004.2470790,3.0295936,2.4760000,13030.0000000,,13.0874000,506.3150000,5081.3000000,,
3460,4036.01,367913453,FP,2459008.7571180,2.7761628,2.1390000,1340.0000000,6.5845400,12.3618000,644.5500000,5778.0000000,3.9200000,1.8400000
3461,4037.01,367287018,PC,2459003.1409760,4.7255326,2.6540000,2380.0000000,11.2101000,11.3896000,653.3950000,6139.0000000,3.7100000,2.4800000
3462,4038.01,366580825,PC,2459008.4020270,4.2990466,2.9560000,4840.0000000,10.0361000,13.0885000,562.8180000,5671.0000000,4.1200000,1.4500000
3463,4039.01,366120401,PC,2459005.3513760,4.7307715,3.1230000,8520.0000000,9.7983500,12.9186000,548.9080000,5777.0000000,4.4200000,1.0500000
3464,404.01,166833457,KP,2459168.6392300,2.9626402,1.9096724,27118.3262165,12.6548900,12.3943000,281.7420000,5473.0000000,4.6084500,0.7186350
3465,4040.01,356786657,PC,2459001.9768990,7.1354222,2.9300000,1400.0000000,5.4203800,12.3407000,297.1070000,5446.0000000,4.5700000,0.8400000
3466,4041.01,345645749,PC,2459006.3346310,7.8746324,5.1640000,6430.0000000,11.8037000,10.9342000,311.1110000,5914.8000000,4.1700000,1.4100000
3467,4042.01,332393279,PC,2459008.3337980,2.3238426,2.3910000,9780.0000000,13.8867000,13.1659000,869.3660000,5983.9000000,4.2000000,1.3800000
3468,4043.01,322262448,PC,2459005.1072030,5.1190872,5.4490000,5250.0000000,12.2173000,12.2319000,636.4670000,5926.0000000,4.0100000,1.7000000
3469,4044.01,307956396,FP,2459001.2840400,4.1508803,2.2560000,12290.0000000,8.3179900,13.2653000,268.5080000,4460.0000000,4.5600000,0.7300000
3470,4045.01,298264260,PC,2459001.4696230,7.9927126,3.9060000,16480.0000000,,13.2155000,598.3850000,5530.9000000,,
3471,4046.01,284760740,PC,2459008.1415330,0.7583501,0.7720000,810.0000000,5.1669700,10.6525000,328.5810000,6209.0000000,4.1300000,1.5600000
3472,4047.01,279769094,PC,2459003.4408690,4.5029619,4.1690000,2890.0000000,9.4478800,13.0280000,817.3830000,8103.0000000,4.2400000,1.7700000
3473,4048.01,279605855,FP,2459007.0514040,1.9724010,2.4350000,7460.0000000,14.7348000,13.1947000,974.4350000,6184.0000000,4.1000000,1.6000000
3474,4049.01,259274960,PC,2458962.8808250,31.4008690,2.0430000,16320.0000000,10.8682000,13.2588000,353.8260000,4953.0000000,4.5500000,0.7900000
3475,405.01,176984236,FP,2459199.3256410,1.7560902,1.7630000,1650.0000000,7.5211800,10.5683000,266.9000000,6249.0000000,4.2800000,1.2900000
3476,4050.01,255865833,PC,2459001.4400080,4.6546551,1.3460000,5570.0000000,13.8366000,13.2838000,903.3120000,5966.0000000,4.0800000,1.5800000
3477,4051.01,237101326,PC,2459442.2259260,3.0747602,1.0730000,3530.0000000,6.4730300,13.0273000,441.2740000,5091.0000000,4.3600000,1.0000000
3478,4052.01,236775063,FP,2459008.3831840,0.7409429,1.0840000,2460.0000000,4.5844200,13.0109000,427.2990000,5406.0000000,4.5300000,0.8700000
3479,4053.01,235684392,PC,2459612.7682560,21.7919715,6.3070000,12390.0000000,,13.0309000,681.8880000,6118.5000000,,
3480,4054.01,233719215,PC,2459414.5610980,17.3567049,2.2200000,13360.0000000,9.9327400,13.0533000,287.6460000,4697.0000000,4.5500000,0.7600000
3481,4055.01,233053554,PC,2459611.3056740,4.5679281,3.1400000,18960.0000000,14.4698000,13.1755000,602.3990000,5675.0000000,4.4100000,1.0400000
3482,4056.01,232567319,PC,2459004.1710780,5.0522471,3.8620000,3650.0000000,9.7206000,11.4354000,484.8520000,6328.9000000,4.1500000,1.5500000
3483,4057.01,230388132,PC,2459609.3107420,2.4076928,1.5880000,4690.0000000,7.3473000,13.2611000,590.9130000,5702.0000000,4.4600000,0.9800000
3484,4058.01,229639351,PC,2459610.2054260,2.8668180,1.9630000,7380.0000000,,13.4062000,,4871.9000000,,
3485,4059.01,229605891,PC,2459609.6076980,2.0381772,2.0320000,23300.0000000,12.8071000,13.0840000,339.1850000,4928.0000000,4.5200000,0.8200000
3486,406.01,153065527,PC,2458388.5674600,13.1757294,2.1570272,2479.3477138,1.9602373,11.2828000,31.0597000,3349.0000000,4.9413800,0.3886090
3487,406.02,153065527,PC,2458385.3883700,6.6149110,0.9654605,1060.5715819,1.2731554,11.2828000,31.0597000,3349.0000000,4.9413800,0.3886090
3488,4060.01,229508727,PC,2458968.5937890,23.1313625,2.3970000,9350.0000000,,13.1135000,,4952.3000000,,
3489,4061.01,224601047,FA,2459003.7924060,7.2087245,3.5060000,4690.0000000,,13.1090000,431.2580000,5144.9000000,,
3490,4062.01,219866209,PC,2459608.3139930,6.7473776,2.2090000,14800.0000000,13.4377000,13.4167000,611.5320000,5332.0000000,4.3500000,1.0600000
3491,4063.01,219499488,APC,2459008.4882380,1.6322704,1.5990000,12800.0000000,19.6060000,13.0444000,408.6460000,5099.9000000,4.4500000,0.9100000
3492,4064.01,219489550,PC,2459003.4381180,3.8836923,1.8940000,2740.0000000,9.6978800,12.6555000,756.0220000,5622.4000000,3.9800000,1.6900000
3493,4065.01,219485050,PC,2459008.3270180,3.5910615,3.2130000,7120.0000000,10.0942000,12.8377000,579.3640000,5657.0000000,4.3000000,1.1800000
3494,4066.01,193556520,PC,2458997.4237250,6.7206629,3.1740000,17330.0000000,11.2882000,13.3925000,415.0050000,4914.0000000,4.4900000,0.8500000
3495,4067.01,162577466,PC,2459004.9134970,3.6762653,3.9170000,12030.0000000,12.5500000,13.1815000,679.4110000,5801.0000000,4.3600000,1.1200000
3496,4068.01,159334269,FP,2459008.7617460,1.1578392,1.3630000,9660.0000000,11.2362000,13.3675000,915.0930000,6409.0000000,4.4000000,1.1800000
3497,4069.01,143009290,PC,2459006.3612040,2.7234240,1.7540000,13090.0000000,11.1290000,13.0531000,437.7890000,5366.0000000,4.4700000,0.9300000
3498,407.01,349518800,APC,2459199.3467550,2.1654707,3.4070000,4520.0000000,13.4897000,12.7862000,959.4610000,5830.0000000,4.2600000,1.8600000
3499,4070.01,115270627,PC,2459008.2197530,3.1503628,1.0590000,9110.0000000,9.4781300,13.0022000,411.2890000,5229.0000000,4.4900000,0.8900000
3500,4071.01,115182469,PC,2459001.3078810,6.5169955,2.4160000,930.0000000,2.2617400,10.7133000,104.2400000,4937.5000000,4.6400000,0.7100000
3501,4072.01,85459171,PC,2459005.3034520,2.1390271,3.5560000,19090.0000000,,13.3802000,860.4370000,5869.6000000,,
3502,4073.01,648958344,PC,2459004.4355890,2.3079651,2.0640000,1650.0000000,,11.7332000,59.7061000,,,
3503,4074.01,628103717,PC,2459005.3127650,3.2175518,3.1540000,10620.0000000,16.4310000,12.6844000,885.1800000,7932.0000000,4.3200000,1.5700000
3504,4075.01,627323667,PC,2459006.7849790,3.0493757,3.5450000,5380.0000000,,13.0731000,1965.7700000,,,
3505,4076.01,57193198,PC,2459003.6148420,4.3965758,2.8270000,6250.0000000,9.7160100,12.5834000,587.5510000,5957.0000000,4.3000000,1.2300000
3506,4077.01,57159675,PC,2459004.4000380,5.5687760,2.0380000,12330.0000000,9.2207400,12.8682000,302.4350000,4887.0000000,4.5300000,0.8000000
3507,4078.01,444724127,PC,2459009.0077890,3.1638810,3.2570000,4000.0000000,,12.2305000,5406.9200000,6323.0000000,,
3508,4079.01,444558604,PC,2459008.2465620,1.9872259,2.4860000,19450.0000000,15.6112000,12.1484000,360.7600000,6178.0000000,4.4400000,1.0800000
3509,408.01,176778112,FP,2459169.5200700,1.3367900,1.4880000,700.0000000,2.7073200,9.6114000,109.9910000,5600.0000000,4.4374800,0.9800000
3510,4080.01,428892437,PC,2459412.2984400,3.7519979,3.0330000,18220.0000000,13.4011000,13.3593000,543.6070000,5389.0000000,4.4300000,0.9700000
3511,4081.01,421973253,PC,2458995.6604680,9.2582790,3.5610000,2010.0000000,11.4376000,10.6675000,439.9320000,5707.0000000,3.6400000,2.5400000
3512,4082.01,400899926,PC,2459005.7666810,4.6257192,3.6620000,9930.0000000,13.4946000,12.8040000,568.1710000,5972.0000000,4.2300000,1.3400000
3513,4083.01,399444057,FP,2459008.3562090,2.0714803,3.1080000,1660.0000000,9.7546000,11.6433000,732.1310000,7047.0000000,3.8500000,2.4600000
3514,4084.01,346673534,PC,2459017.0123180,15.6326703,2.9890000,12880.0000000,11.3357000,12.8934000,453.7720000,5725.0000000,4.4900000,0.9600000
3515,4085.01,336840314,PC,2459034.1117660,2.8282424,2.6730000,10540.0000000,10.8496000,11.9705000,290.5940000,5257.0000000,4.3700000,1.0300000
3516,4086.01,328814605,PC,2459580.3760200,5.6932374,5.2548840,5492.0532688,12.4862126,12.1110000,592.8720000,5783.0000000,4.0100000,1.6651300
3517,4087.01,310002617,PC,2459581.3799750,3.1774824,2.8410000,14170.0000000,13.8116000,11.2961000,301.6760000,6071.0000000,4.3900000,1.1200000
3518,4088.01,302381397,PC,2459582.4124970,2.7288511,2.4974050,10311.5816873,13.3546732,12.2523000,439.8030000,5686.0000000,4.2800000,1.2107600
3519,4089.01,298752252,PC,2459032.3223240,3.2454778,1.4890000,7260.0000000,14.9105000,11.6421000,321.9560000,5895.5000000,,1.0600000
3520,409.01,167754523,FP,2459193.2237100,6.7992776,1.5800000,210.0000000,1.0962100,9.1536000,53.3027000,4913.8000000,4.5400000,0.7300000
3521,4090.01,289373041,PC,2459034.5368730,3.1775801,2.0850000,3700.0000000,5.0692800,12.5509000,250.9840000,4740.0000000,4.4900000,0.8200000
3522,4091.01,289316336,PC,2459033.6937240,3.0038696,3.2400000,760.0000000,3.4457600,11.2834000,337.3620000,6171.0000000,4.3500000,1.2000000
3523,4092.01,288242606,PC,2459611.8946420,7.4959066,5.3600000,6870.0000000,12.2600000,12.8687000,686.6130000,5667.0000000,4.1400000,1.4100000
3524,4093.01,284454822,PC,2459023.2220810,10.4713134,3.2340000,1380.0000000,3.0565100,12.1517000,261.1910000,5388.0000000,4.6100000,0.7900000
3525,4094.01,280035202,PC,2459028.3894760,4.9111450,1.9370000,650.0000000,3.3008800,11.1004000,312.4100000,6186.0000000,4.3300000,1.2400000
3526,4095.01,274974693,PC,2459031.3237800,4.1538259,1.4640000,7730.0000000,9.7068800,12.9287000,559.6480000,5737.0000000,4.3700000,1.0900000
3527,4096.01,272782321,PC,2459027.9547970,10.1046086,2.7880000,1760.0000000,3.6735600,12.4983000,306.2610000,5053.0000000,4.4600000,0.9000000
3528,4097.01,264295655,PC,2459030.8336560,2.7741774,2.0340000,1980.0000000,3.7089700,12.4222000,317.9290000,5636.0000000,4.6100000,0.8200000
3529,4098.01,264223828,PC,2459033.5938220,1.1789805,0.8820000,1110.0000000,4.9582400,12.0216000,425.6940000,5650.0000000,4.1700000,1.3700000
3530,4099.01,264173803,PC,2459030.7354650,4.3953621,2.2990000,850.0000000,2.0633500,11.9512000,177.3050000,4836.0000000,4.6000000,0.7300000
3531,410.01,206466531,FP,2459139.7720400,1.4274400,1.9730000,450.0000000,7.8630100,10.0081000,223.1450000,6000.2000000,4.3600000,1.3300000
3532,4100.01,243297296,PC,2459608.9712470,3.5860069,2.3850000,2850.0000000,,12.1308000,489.8340000,6195.0000000,,
3533,4101.01,243280335,PC,2459032.9643700,4.3203233,1.1580000,3620.0000000,,12.7584000,691.6970000,6287.0000000,,
3534,4102.01,237235093,FP,2459034.0313800,2.6834113,1.1460000,760.0000000,2.3357600,11.8120000,185.2500000,5221.0000000,4.6200000,0.7600000
3535,4103.01,235902467,PC,2459411.2289580,12.2740868,3.5520000,13920.0000000,12.4074000,11.2056000,243.0020000,5674.0000000,4.4000000,1.0500000
3536,4104.01,235664497,PC,2459034.9893350,2.3763645,3.3870000,7270.0000000,19.2904000,12.9978000,1367.4300000,6676.0000000,3.9000000,2.2000000
3537,4105.01,233576159,PC,2459029.4582210,5.7152166,2.7900000,2210.0000000,10.5071000,12.5452000,1010.3500000,5845.0000000,3.7500000,2.2500000
3538,4106.01,233535738,APC,2459018.9085290,16.3558618,4.6730000,1120.0000000,3.3523300,11.2452000,243.5190000,5740.0000000,4.4500000,1.0000000
3539,4107.01,232632239,PC,2459031.7154550,3.5323548,1.7980000,2400.0000000,3.4212200,12.8398000,153.8990000,4003.0000000,4.5900000,0.6600000
3540,4108.01,232603560,PC,2459618.6147790,14.4349681,5.8920000,1640.0000000,8.3044200,11.9824000,665.9290000,5834.0000000,3.8900000,1.9300000
3541,4109.01,230084146,PC,2459032.3028460,12.3204105,2.3890000,5920.0000000,5.2402000,12.7300000,153.4440000,4103.0000000,4.6200000,0.6500000
3542,411.01,100990000,PC,2458386.1891740,9.5730706,3.7949677,370.8091141,2.3053058,7.7570000,62.7792000,6101.0000000,4.3877400,1.1167200
3543,411.02,100990000,PC,2458385.7236700,4.0404130,3.5274466,143.3943960,1.5473747,7.7570000,62.7792000,6101.0000000,4.3877400,1.1167200
3544,4110.01,230075120,PC,2459034.4646010,0.7676704,1.1170000,330.0000000,2.8603600,11.1315000,417.8520000,6377.0000000,4.1700000,1.5300000
3545,4111.01,230006888,PC,2459031.4781100,12.2791266,4.3930000,5980.0000000,10.3649000,12.9550000,705.3990000,5596.0000000,4.1500000,1.3900000
3546,4112.01,229976631,FA,2459026.4483380,10.7163561,3.0550000,1150.0000000,2.1617100,11.0240000,,4235.5000000,,0.6500000
3547,4113.01,229786610,PC,2458997.1099320,22.1594284,3.8460000,810.0000000,4.1365700,11.1010000,148.6160000,5174.0000000,4.5800000,0.7900000
3548,4114.01,229408913,PC,2459033.0564240,4.8037711,2.2330000,2030.0000000,3.2032700,12.3109000,132.3930000,4080.0000000,4.5600000,0.6900000
3549,4115.01,199610140,PC,2459034.8621910,2.9855974,1.2400000,9720.0000000,10.0824000,12.8076000,264.9950000,4602.0000000,4.4800000,0.8200000
3550,4116.01,198616607,PC,2459032.5781810,3.6311878,1.9740000,6500.0000000,13.3243000,12.4627000,504.8700000,5979.9000000,,1.6300000
3551,4117.01,198189972,PC,2459401.8386010,25.0927541,5.2980000,5110.0000000,10.0207000,12.6541000,632.6460000,5775.0000000,4.2000000,1.3400000
3552,4118.01,193773468,PC,2459031.1073050,2.5552310,2.4870000,12550.0000000,13.7785000,12.7376000,594.9750000,5855.0000000,4.3000000,1.2100000
3553,4119.01,160618074,PC,2459584.0344360,5.2019521,1.1180000,4420.0000000,8.5104000,12.9267000,468.8170000,4950.0000000,4.2100000,1.1800000
3554,412.01,7624182,FP,2459169.7317010,1.1097378,1.7370000,680.0000000,21.4253000,8.7929000,460.7280000,8666.0000000,3.8008300,3.1300000
3555,4120.01,159438097,PC,2459610.5684170,4.8952939,5.0490000,4810.0000000,12.1984000,12.8777000,912.5940000,5828.0000000,3.9600000,1.7700000
3556,4121.01,157218656,PC,2459029.5570830,2.8624005,2.6240000,13520.0000000,17.8745000,11.6881000,605.8740000,7167.0000000,4.3000000,1.4900000
3557,4122.01,156215204,APC,2459443.0299940,2.4307782,1.7080000,1310.0000000,12.4035000,12.0844000,1212.2500000,6015.0000000,3.4500000,3.3000000
3558,4123.01,153896150,PC,2459581.3385950,2.7882512,1.3698000,3398.9624482,8.3608441,11.8522000,242.6240000,5375.0000000,4.5500000,0.8472410
3559,4124.01,150761163,PC,2459032.4360740,3.4139510,3.0400000,8980.0000000,22.9118000,11.4360000,512.0308000,5150.0000000,,2.2400000
3560,4125.01,147761049,PC,2459581.2014330,4.7156353,2.9790000,11100.0000000,16.7715000,12.7200000,766.6010000,5873.0000000,4.0800000,1.5600000
3561,4126.01,141616639,FP,2459032.6806490,3.2428744,2.4170000,1470.0000000,2.3171000,12.3454000,107.3300000,4016.0000000,4.7200000,0.5800000
3562,4127.01,141488193,PC,2458862.7185080,169.2131245,4.0690000,9060.0000000,12.5447000,11.0383000,319.6320000,6433.0000000,4.3600000,1.2500000
3563,4128.01,137420801,PC,2459581.3642190,1.9795405,2.1650000,2540.0000000,4.7750300,12.2769000,308.8700000,5275.0000000,4.4600000,0.9200000
3564,4129.01,123357034,PC,2459030.9032340,3.2725202,1.4800000,5650.0000000,5.6765700,11.8417000,130.2840000,4279.0000000,4.5100000,0.7500000
3565,413.01,170634116,KP,2459174.6693460,3.6623918,3.7669692,12253.6582523,17.2805567,9.6757000,246.6900000,6600.0000000,4.2089200,1.4853200
3566,4130.01,71396541,FP,2459031.3117440,6.2697160,3.6960000,1240.0000000,3.8628800,10.7386000,148.5250000,4812.0000000,4.2600000,1.0800000
3567,4131.01,47937361,PC,2459030.9145460,2.3382773,2.3350000,13670.0000000,11.2432000,12.8667000,411.1130000,5263.0000000,4.4500000,0.9400000
3568,4132.01,335655755,PC,2459619.4660490,11.7647817,4.3590000,4660.0000000,11.8562000,11.8921000,578.1290000,5801.0000000,4.0100000,1.6900000
3569,4133.01,468396217,PC,2459028.4218560,4.1571402,4.3740000,7820.0000000,,12.9532000,708.6260000,5766.9000000,,
3570,4134.01,420803693,FP,2459033.3252270,0.9135968,1.2470000,540.0000000,2.1707700,11.2063000,228.5900000,5987.0000000,4.5800000,0.8900000
3571,4135.01,288471040,PC,2459032.2699240,2.5139201,2.3850000,590.0000000,4.9132800,10.5893000,421.5000000,6150.0000000,3.9000000,2.0500000
3572,4136.01,420680343,PC,2459033.0188890,3.7628839,3.5030000,1720.0000000,6.1876000,12.1943000,608.6970000,6357.0000000,4.1900000,1.5000000
3573,4137.01,417646390,PC,2459032.2850300,3.8016435,3.2940000,8320.0000000,13.4483000,10.8557000,334.9930000,6244.0000000,4.1900000,1.4700000
3574,4138.01,257060897,CP,2459609.3700790,3.6600408,4.5120000,8480.0000000,17.5119000,11.2633000,505.7030000,5988.0000000,3.9300000,1.8900000
3575,4139.01,408729765,FP,2459026.6491100,4.6200781,2.1490000,3480.0000000,7.0460700,12.9551000,610.5920000,5999.0000000,4.3600000,1.1600000
3576,414.01,325680697,FP,2459168.8430100,1.8248800,1.7570000,2950.0000000,24.8366000,9.1577900,115.1240000,5773.7400000,3.5100000,1.2300000
3577,4140.01,400103802,PC,2459413.0848530,4.2511214,2.8230000,13830.0000000,11.2617000,12.1311000,311.0020000,5501.0000000,4.4800000,0.9400000
3578,4141.01,400093775,PC,2459028.9858650,3.6023144,2.8120000,9380.0000000,14.5476000,12.5401000,702.2110000,6338.0000000,4.2100000,1.4500000
3579,4142.01,39573090,PC,2459028.5688100,3.6579226,3.6800000,5040.0000000,13.4182000,12.6521000,890.8050000,5875.0000000,3.9200000,1.8600000
3580,4143.01,371711170,FP,2459015.2478980,9.8482192,4.2400000,1670.0000000,13.8742000,12.1158000,1283.5300000,6126.0000000,3.4600000,3.3100000
3581,4144.01,313194972,PC,2459406.9505970,16.9020762,5.7430000,15360.0000000,11.3856000,11.9039000,260.0020000,5442.0000000,4.4900000,0.9100000
3582,4145.01,279947414,PC,2459027.5439190,4.0664531,1.9000000,19850.0000000,12.7314000,11.5241000,205.3870000,5421.0000000,4.5400000,0.8600000
3583,4146.01,23124038,APC,2459034.8833710,0.7010826,0.9230000,4340.0000000,11.1530000,11.5765000,464.6110000,6036.0000000,4.1300000,1.5100000
3584,4147.01,138329479,PC,2459031.6034830,2.3745391,3.2420000,10260.0000000,13.2017000,12.7833000,631.7390000,5865.0000000,4.2300000,1.3000000
3585,4148.01,137157546,PC,2459028.4611790,3.6841446,2.9670000,2260.0000000,3.7426300,12.0672000,204.6390000,4939.0000000,4.5500000,0.7900000
3586,4149.01,103096524,PC,2459031.0858790,3.2925701,2.1890000,16760.0000000,12.1659000,12.8508000,331.4300000,5037.0000000,4.4400000,0.9100000
3587,415.01,152476657,KP,2459166.4830510,3.6112621,3.5377447,5684.0944144,13.6137403,10.5831000,381.1740000,6450.0000000,4.0377600,1.6844300
3588,4150.01,102719996,PC,2459020.8793660,9.7942872,3.5410000,3880.0000000,9.7957900,12.8051000,636.9340000,5737.0000000,4.1200000,1.4600000
3589,4151.01,406926040,PC,2459021.7379630,11.7001127,3.8420000,3140.0000000,12.2430000,11.2924000,701.2780000,6906.0000000,3.9400000,2.1600000
3590,4152.01,1813844121,PC,2459034.0777620,1.5819730,3.0500000,13350.0000000,,11.7729000,555.3170000,,,
3591,4153.01,470171739,PC,2459026.0548690,4.6174187,4.4610000,10730.0000000,17.5913000,11.1477000,423.8400000,6411.0000000,4.1000000,1.6700000
3592,4154.01,470156846,PC,2459029.6275510,7.3447164,4.9230000,3830.0000000,12.1123000,12.7397000,975.9830000,6320.0000000,3.9400000,1.9900000
3593,4155.01,467331291,PC,2459033.5205410,3.3207277,2.4690000,910.0000000,2.9057800,11.2473000,240.7370000,6142.0000000,4.5500000,0.9500000
3594,4156.01,462553953,PC,2459026.9979420,4.4616001,2.7540000,480.0000000,2.2215300,10.7152000,213.7190000,5986.0000000,4.4500000,1.0400000
3595,4157.01,461538935,PC,2459026.7853230,5.2898685,3.0910000,2390.0000000,6.5180300,11.5576000,348.6920000,6655.0000000,4.5000000,1.1100000
3596,4158.01,441797394,PC,2459014.7064570,13.4156681,2.1090000,1820.0000000,,12.2750000,397.9800000,,,
3597,4159.01,441600335,PC,2459580.2176470,0.8661356,0.7445266,1874.5829109,8.6506736,12.2075000,745.9080000,5815.0000000,3.8900000,1.9165800
3598,416.01,49899799,FP,2459163.4147700,7.0114000,4.8000000,8970.0000000,18.1417000,8.2822200,131.9620000,6084.8000000,4.0100000,1.8200000
3599,4160.01,441580526,PC,2459581.2243970,4.4427441,3.2500000,13090.0000000,12.0434000,12.2319000,399.6760000,5754.0000000,4.4100000,1.0400000
3600,4161.01,441572821,PC,2459582.4326350,4.2607657,6.1590000,2970.0000000,11.3505000,11.9399000,1064.4300000,7409.0000000,4.0000000,2.1500000
3601,4162.01,420114036,PC,2459580.3778390,4.3744134,5.2200000,8000.0000000,18.9093000,12.0950000,725.7540000,6013.0000000,3.8600000,2.0500000
3602,4163.01,420112217,PC,2459003.6278540,21.5617887,5.7670000,3580.0000000,7.6345500,12.4899000,485.1470000,5644.0000000,4.2200000,1.2800000
3603,4164.01,420108587,PC,2459031.8803460,3.5231332,2.6520000,820.0000000,3.9903600,12.2779000,511.1930000,5952.0000000,,1.3900000
3604,4165.01,398371628,PC,2459584.8914850,7.1406044,1.6760000,7970.0000000,9.5892100,12.1926000,338.1760000,5463.0000000,4.4200000,1.0000000
3605,4166.01,389777651,PC,2459030.7334800,5.2361680,2.8430000,860.0000000,2.8597900,11.6431000,257.9620000,5604.0000000,4.4700000,0.9600000
3606,4167.01,377165123,PC,2459016.9114720,14.7944045,3.4190000,9720.0000000,8.5241300,12.9474000,359.6430000,5095.0000000,4.5200000,0.8400000
3607,4168.01,372758077,PC,2459394.2583000,29.3818373,3.0260000,6100.0000000,13.9751000,11.4470000,326.4750000,6016.0000000,4.3600000,1.1500000
3608,4169.01,372747949,PC,2459034.9939460,3.4027288,5.2340000,2850.0000000,11.1933000,12.7553000,917.9880000,5661.0000000,3.7700000,2.1800000
3609,417.01,339733013,FP,2458328.3784300,5.6216200,2.6750000,580.0830000,3.3587900,10.0793000,186.8070000,5834.2000000,4.2400000,1.2700000
3610,4170.01,366972162,PC,2459033.6016830,2.1902355,3.1890000,9110.0000000,15.1175000,12.3623000,587.2170000,5929.0000000,4.0900000,1.5600000
3611,4171.01,362223355,PC,2459413.7182600,3.7453391,3.1290000,1870.0000000,3.3908900,12.4747000,279.3240000,5133.0000000,4.5600000,0.8100000
3612,4172.01,359388309,PC,2459029.0311470,4.1917874,2.9730000,950.0000000,2.4473800,12.2997000,241.9560000,4996.0000000,4.5600000,0.7900000
3613,4173.01,358613376,PC,2459032.8049820,8.2712057,3.9220000,20800.0000000,13.8804000,12.6361000,462.9040000,5921.0000000,4.5000000,0.9700000
3614,4174.01,356822426,PC,2459032.8374880,1.5568663,0.8690000,1160.0000000,7.7949600,12.4560000,1043.5900000,6464.0000000,3.9400000,2.0400000
3615,4175.01,952046774,PC,2459578.4541850,2.1632835,1.3620000,830.0000000,,8.0935000,46.5528000,,,
3616,4176.01,58533991,APC,2459328.3063870,3.2089372,3.1000000,6310.0000000,19.3856000,9.5399000,397.1500000,7423.0000000,3.8977400,2.4300000
3617,4177.01,130981260,APC,2459326.7866210,3.6928326,4.1120000,5440.0000000,16.1287000,10.1793000,430.5870000,7042.0000000,3.9700000,2.1300000
3618,4178.01,289988797,FP,2459576.8573520,2.2042212,1.0110000,4250.0000000,9.7888300,10.0415000,197.5070000,5702.0000000,4.1400000,1.4200000
3619,4179.01,297148017,PC,2459330.9268700,2.5485772,3.1130000,1270.0000000,,10.3738000,,4813.4000000,,
3620,418.01,178284730,KP,2459146.1004950,2.2359865,1.5254332,19058.0137423,13.4367443,10.3074000,117.5980000,5260.0000000,4.5136300,0.8443790
3621,4180.01,126737992,PC,2458518.1768890,1.5954319,1.0000000,473.6397437,4.3219935,8.2938000,166.8730000,7511.0000000,3.9285700,1.9206700
3622,4181.01,426017070,FP,2458354.5763090,0.5992462,2.2160462,23336.7389089,2.9851107,15.9510000,5885.3000000,31000.0000000,5.5999800,0.1800000
