Gaia,RAdeg,DEdeg,Gmag,P,Age,E_Age,e_Age,distance_pc,table_origin
2136302546757700000,292.7709,52.0894,16.2,0.17,28.8,21.2,8.1,178.57142857142858,1
5791432243804300000,205.9601,-73.8345,17.6,0.29,19.2,6.7,5.3,322.5806451612903,1
5867118157509740000,209.1653,-61.269,16.9,1.0,12.0,2.3,2.6,190.83969465648855,1
5867129491902150000,209.5995,-61.0031,12.5,1.0,7.0,3.2,1.1,130.20833333333334,1
5692261964324760000,147.047,-10.3951,15.7,0.36,13.9,3.7,2.9,306.7484662576687,1
4114842831581580000,260.5721,-21.834,15.1,0.36,7.9,3.0,0.8,328.9473684210526,1
6030870245305820000,250.0999,-30.3628,15.7,0.47,18.8,5.3,5.1,154.08320493066256,1
4114844343410240000,260.3957,-21.8747,12.9,0.96,10.7,3.4,2.6,101.01010101010101,1
6030848186353280000,250.3153,-30.6128,15.1,1.0,6.7,2.2,2.5,157.2327044025157,1
6030884367160640000,251.6756,-31.2956,14.8,0.8,14.2,4.2,2.9,159.2356687898089,1
4257245113640760000,277.293,-4.8843,12.2,1.0,,,,277.77777777777777,1
4257256078705680000,277.5376,-4.6641,15.0,0.55,7.9,2.2,0.7,319.4888178913738,1
4257245083589110000,277.28,-4.8825,12.0,0.29,,,,244.49877750611248,1
5794620002888680000,239.3424,-72.7127,17.1,0.17,28.4,20.7,5.6,265.2519893899204,1
2062912482069170000,310.254,37.7277,16.5,0.26,18.8,14.1,4.2,322.5806451612903,1
1595785722916410000,229.0102,51.5454,17.5,0.16,30.1,26.1,9.9,310.55900621118013,1
5996624478175220000,241.804,-41.0673,18.0,0.95,16.4,4.0,4.7,181.8181818181818,1
5587873677555880000,113.8213,-36.5914,16.1,0.36,19.1,6.9,4.1,247.5247524752475,1
3515315390430520000,189.3878,-20.4951,16.8,0.25,21.6,6.2,5.7,257.0694087403599,1
474646186031686000,58.5189,61.0525,16.1,0.16,22.1,7.0,4.1,280.8988764044944,1
5794661131496480000,237.0846,-72.5379,13.0,0.64,15.5,11.0,3.1,69.7350069735007,1
5794661062777000000,237.0902,-72.5399,14.2,0.56,22.2,7.7,4.3,70.37297677691765,1
5996621729410100000,241.5265,-41.0624,15.1,0.61,17.2,5.8,4.4,145.98540145985402,1
816351035317039000,136.1684,40.8446,15.6,0.26,14.6,4.7,3.1,323.62459546925567,1
5996654061927830000,241.7364,-40.8318,16.6,0.99,11.6,3.0,3.3,182.81535648994517,1
2141451349254770000,286.4676,57.1142,17.7,0.22,,,,308.641975308642,1
2141478287289520000,292.4337,54.8103,17.0,0.15,28.4,28.4,5.5,284.90028490028493,1
1089568920221560000,114.985,65.3248,16.8,0.34,20.6,6.2,5.5,297.61904761904765,1
2194182316313290000,311.1605,60.4299,16.0,0.84,8.5,2.4,3.6,323.62459546925567,1
4190154052283170000,298.4473,-11.0975,15.8,0.79,12.0,3.8,4.4,215.9827213822894,1
1919052758644120000,353.9957,37.9751,17.3,0.19,25.9,19.0,8.6,289.01734104046244,1
3206373101429440000,66.2887,-1.1878,16.8,0.9,13.3,3.5,2.9,239.80815347721824,1
4270001583120000000,276.8186,-3.1694,13.7,1.0,2.6,0.5,1.3,287.35632183908046,1
6805432344018270000,311.9153,-25.5248,16.7,0.27,21.8,10.3,5.6,259.0673575129534,1
3206179209426360000,68.598,-1.3665,15.1,0.26,21.4,22.1,3.3,168.91891891891893,1
3206316648379420000,67.15,-1.4841,17.3,0.45,,,,78.30853563038372,1
4270038859137490000,277.4013,-2.8599,17.4,0.49,21.7,5.7,3.2,233.1002331002331,1
4269986327396040000,277.1985,-3.304,13.2,0.49,,,,275.4820936639118,1
1910354144197590000,350.7265,33.1006,16.8,0.3,18.5,6.2,3.8,316.4556962025316,1
4270022439481680000,277.6816,-2.9861,14.1,0.13,,,,332.22591362126246,1
4270019759421890000,277.5402,-3.0923,12.4,1.0,,,,303.951367781155,1
4269985056085710000,277.2433,-3.3637,14.8,0.18,,,,328.9473684210526,1
2940979272554370000,92.4939,-21.0727,16.7,0.75,13.6,2.0,4.1,317.46031746031747,1
3250622873874380000,55.7094,-2.798,16.7,0.23,32.6,12.0,5.7,161.5508885298869,1
6024962534953860000,246.6189,-32.3403,13.8,0.75,,,,116.82242990654206,1
2940963741952530000,92.8435,-21.124,16.8,0.42,18.3,7.3,5.2,301.20481927710847,1
6024962569313600000,246.627,-32.3292,15.7,1.0,15.0,2.9,3.6,120.04801920768307,1
5335285242180100000,179.0209,-60.1976,15.5,0.97,17.7,3.8,4.4,131.4060446780552,1
5979637401534360000,260.0368,-31.8429,16.5,0.24,34.0,9.7,9.8,141.04372355430183,1
2575262253243140000,26.5881,12.0275,12.9,0.17,,,,182.4817518248175,1
856254957988528000,168.4621,56.1717,15.3,0.21,23.6,10.0,6.9,168.91891891891893,1
2743287459832180000,358.4711,4.0577,16.3,0.17,27.9,16.3,6.0,190.11406844106466,1
5890362589262700000,231.9964,-49.8688,14.5,0.18,18.7,2.0,4.1,177.3049645390071,1
6068600600960980000,202.5241,-54.2994,14.6,0.69,16.8,5.8,4.2,115.20737327188941,1
6096067505235480000,212.35,-46.2012,16.3,0.16,29.9,24.6,10.2,185.87360594795538,1
6068610088556320000,202.9897,-54.0437,16.0,0.23,31.7,14.9,3.9,132.1003963011889,1
6416498178915870000,297.5984,-71.1032,16.3,0.38,29.9,15.5,7.2,124.68827930174564,1
2212100335756990000,347.37,66.8342,16.1,0.74,11.0,1.4,5.1,314.4654088050314,1
2212170738860620000,344.6984,66.4594,16.0,0.16,27.8,18.9,4.8,167.22408026755852,1
5975416307611100000,260.6416,-35.3824,8.0,0.36,,,,296.7359050445104,1
5978206520231530000,256.3664,-34.0446,17.1,0.57,25.9,7.9,9.1,157.72870662460568,1
5239393805111620000,162.5338,-66.1443,16.9,0.14,25.7,33.4,10.6,290.69767441860466,1
5239401402934120000,162.1119,-65.9263,15.1,0.13,26.2,24.6,9.5,152.9051987767584,1
5239392538122310000,162.8336,-65.9412,15.6,1.0,14.2,2.9,3.3,142.85714285714286,1
5238914555480980000,159.9772,-67.0233,15.7,1.0,13.6,2.0,3.4,157.9778830963665,1
5238919335796810000,160.9126,-67.0755,16.5,0.17,20.5,23.4,2.1,318.4713375796178,1
4416334245628500000,233.4751,-0.2331,16.8,0.16,27.2,30.1,8.2,261.7801047120419,1
4416398979376120000,235.0704,-0.5664,16.8,0.15,28.5,30.4,7.1,247.5247524752475,1
4159608038713890000,275.4969,-7.5995,17.7,0.96,10.6,2.8,2.6,208.76826722338205,1
4159609000800790000,275.6038,-7.5828,15.3,0.15,,,,320.5128205128205,1
4159608038728300000,275.4977,-7.5996,16.7,1.0,10.3,2.4,2.4,213.21961620469082,1
4159577424199590000,275.4653,-7.8338,16.6,0.77,13.3,2.7,3.8,234.192037470726,1
4159605015070690000,275.7757,-7.6179,13.2,1.0,,,,303.951367781155,1
4159595153824870000,275.2545,-7.6731,13.8,1.0,,,,305.8103975535168,1
4171384907763460000,271.6784,-6.438,12.3,0.29,,,,284.90028490028493,1
4159586181618860000,275.1033,-7.8266,16.7,0.41,14.1,3.6,2.3,308.641975308642,1
4159590785827780000,274.9997,-7.7405,17.5,0.22,23.5,8.7,5.4,265.95744680851067,1
6037680036193010000,246.4549,-30.855,15.3,1.0,9.8,2.3,2.9,152.67175572519085,1
3479275460856840000,177.5747,-31.1397,15.7,0.15,23.2,21.6,4.0,239.80815347721824,1
464455809187472000,42.4358,59.2363,16.6,0.37,21.7,6.1,5.7,208.76826722338205,1
6414756758656180000,275.9713,-74.6106,16.4,0.15,27.9,21.9,4.5,221.72949002217297,1
3301202337194180000,59.5097,7.8802,17.1,0.26,37.0,18.4,9.9,147.7104874446086,1
3301312838112630000,59.8136,8.2888,13.2,0.16,,,,150.60240963855424,1
3301113650412140000,64.8228,11.6477,12.0,0.72,8.3,3.8,1.8,113.63636363636363,1
3301082490425560000,64.3957,11.3975,16.7,0.61,9.1,2.4,4.0,330.03300330033005,1
6062452720405550000,202.7955,-58.2598,16.0,1.0,14.8,3.1,3.5,113.63636363636363,1
5250950295104130000,143.224,-62.0032,15.9,0.16,30.9,13.5,11.7,147.49262536873155,1
5250953078244660000,144.1337,-62.2146,17.2,0.53,15.5,4.2,6.1,293.2551319648094,1
232172158066548000,62.571,43.5153,16.4,0.16,22.9,13.6,6.6,268.0965147453083,1
6004655238075030000,226.6916,-41.871,12.8,1.0,5.8,3.4,0.7,153.84615384615384,1
6004699703880180000,227.234,-41.2312,15.9,0.39,23.3,10.4,4.8,144.0922190201729,1
5250938818951660000,142.9074,-62.3495,16.9,0.18,38.6,16.2,7.7,163.1321370309951,1
6196168796169800000,200.6305,-21.9452,16.0,0.13,26.1,23.2,10.4,219.7802197802198,1
5568027767546510000,92.1442,-44.3562,6.2,0.54,,,,267.379679144385,1
5250949298671840000,143.3776,-62.0633,16.6,0.97,9.3,2.3,3.6,307.6923076923077,1
5849160280782180000,216.1238,-67.0512,16.3,0.2,23.1,6.3,6.5,229.3577981651376,1
5972903270719040000,257.4269,-39.9788,16.1,0.25,20.7,6.4,5.4,212.7659574468085,1
495940767022426000,70.7699,69.1515,12.7,0.24,,,,301.20481927710847,1
6350751231863420000,354.8266,-81.6904,14.3,0.37,22.0,7.2,5.7,108.69565217391305,1
5598411259563420000,115.3531,-31.0215,17.2,0.77,17.0,3.8,4.3,257.0694087403599,1
3100344686908940000,102.3478,-6.1474,16.3,0.93,11.3,2.7,3.6,238.09523809523807,1
3100305791683130000,101.2627,-6.0117,16.2,0.26,18.5,7.3,4.7,293.2551319648094,1
3100312182596730000,101.8672,-6.4137,17.3,0.14,30.3,23.3,9.9,288.1844380403458,1
3100329809141900000,101.7042,-6.2548,16.2,0.13,24.8,72.6,5.3,268.0965147453083,1
3100353345562800000,102.599,-5.9648,16.7,0.24,21.8,9.7,5.3,287.35632183908046,1
5958152252771930000,267.2873,-39.5717,14.5,0.73,13.8,3.7,3.0,141.24293785310735,1
5516194899637240000,122.8738,-47.7342,16.8,0.45,26.1,12.6,7.6,181.48820326678768,1
5138754410604430000,25.9469,-21.1598,15.2,0.13,22.8,22.5,3.5,182.81535648994517,1
4112954901380470000,254.9337,-25.3647,13.3,0.15,,,,142.45014245014247,1
2950294846160790000,98.5412,-15.3884,16.7,0.22,31.8,12.9,4.8,171.23287671232876,1
158254087272066000,72.0907,29.4681,17.0,1.0,5.8,1.2,1.6,146.84287812041117,1
158211240678601000,71.4441,28.9209,16.9,0.35,24.4,8.3,6.1,192.3076923076923,1
158114616798015000,70.5923,29.4582,12.6,0.15,5.2,2.5,2.8,284.90028490028493,1
158056587495967000,70.3405,28.9139,15.9,0.48,14.0,4.7,3.9,259.7402597402597,1
158183886029850000,70.3745,29.8519,12.3,0.32,,,,252.52525252525254,1
1117716830209210000,140.1264,69.8175,14.1,0.13,,,,106.38297872340425,1
2250538609425730000,305.1414,69.6335,16.1,0.15,28.1,24.6,5.1,180.18018018018017,1
6060419036191900000,195.9211,-56.9627,16.3,0.96,25.9,7.8,8.1,106.72358591248667,1
158087064583841000,70.6869,29.151,14.8,0.24,,,,265.2519893899204,1
158153894274840000,70.3317,29.3382,14.6,0.27,7.4,5.6,1.1,319.4888178913738,1
158234192983875000,72.2394,29.231,15.7,1.0,3.8,1.5,1.1,161.5508885298869,1
158233574508580000,72.2901,29.2189,11.5,0.11,,,,315.45741324921136,1
158113242408356000,70.7375,29.4803,13.0,1.0,,,,319.4888178913738,1
158252231846212000,72.0562,29.4148,14.9,0.35,14.9,4.1,1.9,156.00624024961,1
158165714024755000,70.6157,29.6624,13.2,1.0,,,,161.29032258064515,1
158079368002364000,70.2048,29.1112,13.7,0.81,,,,311.52647975077883,1
3335172401768970000,88.0945,8.6377,16.2,0.21,19.1,9.9,2.6,322.5806451612903,1
158177666917284000,70.0253,29.6884,12.1,0.76,,,,306.7484662576687,1
158197973524030000,71.9173,28.8446,14.1,0.22,16.2,11.6,3.0,166.9449081803005,1
158112490790202000,70.7516,29.4696,17.3,1.0,8.6,2.6,1.9,211.86440677966104,1
854989591903487000,157.9888,57.6438,15.3,0.13,22.5,58.7,2.9,239.23444976076556,1
3335093614889330000,88.2397,8.2269,15.7,0.97,10.8,1.9,4.4,206.61157024793388,1
3335118658842720000,88.2628,8.4475,16.2,1.0,7.0,1.7,2.7,141.643059490085,1
158177602494206000,70.0626,29.6925,12.9,0.45,,,,267.379679144385,1
158198385840812000,71.9457,28.8771,12.3,0.12,,,,283.28611898017,1
158061913255375000,70.4037,28.9647,17.7,0.3,34.8,12.1,11.3,183.8235294117647,1
4270061162906380000,276.8556,-2.9794,14.7,1.0,4.6,1.6,1.5,288.1844380403458,1
6203470068777800000,221.8237,-34.321,16.2,0.17,23.9,7.1,7.0,230.41474654377882,1
4270088444538650000,277.0408,-2.766,15.2,0.99,4.8,1.4,2.0,328.9473684210526,1
4270090299964790000,277.2573,-2.7894,13.1,1.0,,,,306.7484662576687,1
4270082667804700000,277.0233,-2.8873,12.5,0.15,,,,259.0673575129534,1
4270082908322860000,277.0279,-2.8724,11.5,0.28,,,,258.39793281653743,1
158247009166063000,71.8218,29.3084,16.7,0.14,28.8,37.3,8.2,210.97046413502107,1
158252399348281000,72.0888,29.4532,13.1,1.0,5.5,1.6,0.6,156.4945226917058,1
5408482853627020000,151.2548,-46.5992,16.8,0.2,44.4,28.1,10.0,128.53470437017995,1
5874829101332840000,224.5478,-61.4982,14.3,0.29,17.4,5.0,4.0,120.91898428053204,1
257879942515037000,65.9997,47.3332,16.3,0.17,20.6,8.2,3.8,292.39766081871346,1
2476157845688850000,14.4882,-7.4991,15.1,0.14,24.0,15.8,6.4,176.67844522968198,1
3157823340873670000,105.6458,9.7004,17.5,0.82,13.3,2.6,3.1,294.9852507374631,1
6859532679792920000,306.3634,-19.8011,13.3,1.0,7.8,3.1,2.1,57.903879559930516,1
886405903285109000,107.7932,29.8551,15.9,0.25,20.7,12.9,3.6,244.49877750611248,1
886407827430439000,107.9063,29.9271,13.0,0.17,,,,187.26591760299627,1
3788509292236920000,166.5294,-4.3357,13.3,0.33,17.6,7.7,3.4,74.8502994011976,1
5860560631480120000,184.4141,-66.2496,10.6,1.0,,,,226.75736961451247,1
5977868454762930000,254.8882,-35.0017,17.3,0.27,41.3,14.3,7.4,149.03129657228018,1
5902890012407890000,228.588,-48.2413,14.3,0.29,17.6,8.7,4.8,145.7725947521866,1
5865597395489480000,206.8642,-62.0077,14.9,1.0,6.6,2.6,2.1,142.85714285714286,1
2274591280979980000,309.8359,71.3823,16.7,0.14,28.5,32.7,5.3,238.09523809523807,1
5539927755039070000,123.4264,-39.5271,16.5,0.17,25.5,21.1,8.2,236.40661938534276,1
1717715686921460000,190.9227,79.3785,15.0,0.15,24.7,19.3,8.2,153.60983102918587,1
2274556238343720000,308.9667,71.0142,16.7,0.74,21.2,5.8,3.7,184.84288354898337,1
4622177322158310000,61.6182,-81.36,16.1,0.23,20.3,11.7,3.8,257.0694087403599,1
6091020502048670000,212.3464,-49.0153,15.8,0.18,22.2,24.5,3.5,232.55813953488374,1
4575698423035370000,270.2226,19.9738,16.9,0.13,28.7,22.4,12.5,305.8103975535168,1
5970988299456980000,251.2132,-38.6229,17.1,0.47,25.3,8.9,4.7,178.89087656529517,1
3265652373192310000,47.9146,-0.2747,17.1,0.25,,,,107.9913606911447,1
6099548490331350000,217.5562,-43.8362,10.1,1.0,,,,131.57894736842107,1
2414681539239780000,2.5358,-17.0199,16.0,0.49,14.9,4.2,1.6,280.8988764044944,1
6765586214428580000,291.2876,-28.0406,15.2,0.22,30.7,16.6,7.7,93.63295880149813,1
5327787534902750000,131.7516,-50.7026,17.0,0.13,28.2,20.0,8.7,300.3003003003003,1
6091079192782690000,211.4094,-48.7876,17.3,0.59,31.1,4.4,7.3,133.6898395721925,1
6076434075869710000,185.6768,-53.5826,15.8,1.0,9.3,2.1,2.3,122.39902080783354,1
6099522548728820000,217.3218,-43.9846,13.8,1.0,2.1,0.4,0.6,121.95121951219514,1
5244774681883400000,152.6241,-67.8413,7.1,0.39,,,,264.55026455026456,1
1065302664235970000,152.548,65.0206,15.7,0.13,19.3,2.6,3.9,318.4713375796178,1
6034203689675850000,251.4518,-26.6496,7.0,0.25,,,,108.57763300760043,1
6034203483517410000,251.458,-26.6573,14.1,0.49,15.7,7.1,3.4,110.01100110011001,1
6034195580777000000,251.3288,-26.7604,16.6,0.18,19.5,7.8,3.1,326.797385620915,1
5244737813883120000,151.8345,-68.3108,17.2,0.63,18.7,3.6,3.9,257.7319587628866,1
400452859371914000,22.7139,49.6369,15.8,0.25,21.1,9.8,5.4,205.3388090349076,1
685779356593839000,133.6468,21.4675,15.9,0.14,24.5,72.7,5.3,242.71844660194174,1
5239768880342630000,159.9557,-64.7402,15.5,0.62,18.5,5.4,4.6,149.7005988023952,1
3239795536198500000,75.8041,5.0071,13.9,0.16,19.0,15.9,3.9,167.78523489932886,1
5239742457702770000,159.7993,-64.9346,17.3,0.82,25.8,7.5,8.1,156.25,1
3239676209124650000,74.7701,5.2019,17.3,0.29,27.2,14.4,5.3,232.01856148491882,1
5239756613915320000,159.5358,-64.7427,17.5,0.17,25.6,15.5,5.9,314.4654088050314,1
1232993610698330000,212.3353,16.7239,16.5,0.57,17.8,4.4,4.5,215.51724137931035,1
4322008792404640000,294.166,17.0605,15.0,0.26,24.2,7.3,6.9,139.2757660167131,1
3626278550582070000,195.0982,-9.8309,15.3,0.13,19.1,4.7,3.7,255.10204081632654,1
5898552365993110000,219.5376,-50.2534,13.1,0.26,10.0,2.2,2.0,143.67816091954023,1
6319243450562710000,229.0306,-9.8339,11.0,0.13,,,,112.61261261261261,1
5975439496136780000,259.4882,-36.1636,12.6,0.27,,,,266.6666666666667,1
4156172133616690000,277.2635,-9.0792,13.3,0.99,,,,320.5128205128205,1
6695943457160350000,305.3795,-35.8803,16.2,0.14,21.1,25.2,2.9,325.73289902280135,1
6695832750083030000,305.1653,-36.3528,16.1,0.21,23.1,9.7,4.6,200.80321285140562,1
5476532354121290000,93.4978,-65.3241,17.5,0.23,36.4,12.7,5.3,213.67521367521368,1
581293621308306000,132.0553,3.6156,15.9,0.2,25.4,21.0,7.6,175.13134851138355,1
4156191890468100000,276.8114,-9.1749,14.1,0.47,,,,333.3333333333333,1
4076884765301000000,276.991,-25.8781,14.8,0.12,20.3,8.8,1.8,179.8561151079137,1
6001952161771380000,234.3291,-41.6649,14.0,1.0,4.4,2.0,1.8,165.56291390728478,1
6001979202886270000,233.6296,-41.9714,15.0,1.0,8.2,3.3,2.9,140.0560224089636,1
855195990852057000,159.3341,57.931,15.3,0.14,27.2,15.8,10.1,160.25641025641025,1
2753553668619570000,3.3429,10.5716,16.7,0.17,33.4,21.1,5.3,180.18018018018017,1
5039642851928930000,19.8641,-26.3652,12.3,0.58,16.5,11.0,2.4,54.88474204171241,1
2460268322118870000,27.7365,-12.2841,15.6,0.15,26.8,31.1,8.3,156.00624024961,1
6522301330997310000,356.8167,-50.2266,5.1,0.75,,,,172.41379310344828,1
6522249447792300000,357.8843,-50.3728,16.1,0.26,19.1,6.8,2.6,301.20481927710847,1
4122294045742410000,258.8817,-19.4768,16.8,0.27,33.0,9.6,5.2,146.41288433382138,1
4122311367384420000,259.341,-19.3388,15.3,0.42,20.6,10.6,5.2,145.34883720930233,1
5859601380640160000,182.3474,-67.401,13.2,1.0,7.0,3.2,2.1,120.04801920768307,1
2001745344554470000,337.3658,53.2765,16.1,0.63,15.6,4.3,4.8,239.23444976076556,1
5859592996863480000,181.7237,-67.5597,14.3,0.62,17.4,3.2,4.2,102.1450459652707,1
5837990784499330000,187.2014,-75.2936,17.6,0.29,32.7,10.3,4.5,196.46365422396858,1
5859601380640150000,182.3487,-67.4046,13.7,0.2,,,,116.14401858304298,1
1596107879823100000,233.1524,52.2718,16.2,0.43,17.0,5.9,3.3,281.69014084507046,1
252816313510537000,70.6237,44.2883,11.4,1.0,,,,213.21961620469082,1
2946889662948830000,98.9374,-16.6669,15.7,0.26,19.2,7.5,2.4,231.48148148148147,1
4416624207460680000,234.1004,-0.5568,14.4,0.87,10.1,4.6,2.9,150.82956259426848,1
4887626294122440000,57.1497,-30.645,17.2,0.15,27.5,24.5,8.4,304.8780487804878,1
4887909079066000000,56.394,-29.8882,15.8,0.13,24.5,46.2,4.0,245.7002457002457,1
4887671550194370000,57.6153,-30.0734,16.5,0.26,21.6,9.1,4.6,248.13895781637714,1
2083488948836310000,307.5099,46.9154,14.1,0.24,15.0,3.4,2.7,157.2327044025157,1
4265585218582730000,285.4597,-0.3684,11.8,0.22,2.5,0.5,0.8,303.03030303030306,1
3328653466049820000,92.5199,8.758,16.4,0.2,28.6,12.8,3.9,170.06802721088437,1
5580438298887420000,98.6496,-36.4513,15.2,0.28,22.7,8.5,5.0,148.3679525222552,1
5580394932599870000,98.7239,-36.7528,16.0,0.22,25.2,8.7,6.5,167.22408026755852,1
3099376257681430000,102.2064,-7.2222,16.4,1.0,6.8,2.5,2.6,207.0393374741201,1
3099370588324460000,102.3703,-7.1874,16.7,0.24,22.4,9.9,5.5,284.09090909090907,1
3099336091147600000,102.0206,-7.456,15.7,0.92,15.8,4.9,5.6,149.03129657228018,1
817013387993057000,138.4507,43.2177,5.2,0.43,,,,174.82517482517483,1
5998001650850660000,240.356,-38.5738,14.9,0.19,22.9,11.9,6.7,142.85714285714286,1
5998015841422670000,240.2188,-38.4567,15.3,0.63,18.9,7.5,5.5,136.986301369863,1
5580406722287940000,98.2423,-36.735,16.9,0.31,21.1,8.2,5.4,286.5329512893983,1
5998001891368830000,240.323,-38.5684,14.8,0.89,12.2,4.4,3.2,166.66666666666666,1
5431374067239240000,146.1565,-41.1334,17.0,0.17,26.9,34.7,7.8,284.90028490028493,1
5998031578183660000,239.5809,-38.7109,16.1,1.0,,,,160.25641025641025,1
5998031372025200000,239.5678,-38.7465,13.5,0.24,16.7,3.1,3.3,138.12154696132598,1
3287816435960690000,74.4594,6.0106,15.5,0.95,11.7,2.4,4.4,198.80715705765405,1
5998015085508410000,240.2382,-38.4768,13.6,0.18,19.9,11.6,4.8,140.64697609001405,1
5998017039704810000,240.1053,-38.4802,15.1,0.91,13.8,2.3,4.2,140.25245441795232,1
5998012955204880000,240.0771,-38.6173,16.5,0.65,23.2,6.7,5.0,151.285930408472,1
3099380964965530000,102.1563,-7.1205,16.1,0.82,10.8,4.3,3.1,298.5074626865672,1
5237527010496160000,170.354,-64.5029,16.3,0.22,18.4,7.2,2.9,270.27027027027026,1
5237550649981590000,171.7145,-64.7854,16.4,0.49,21.4,5.9,4.5,192.67822736030828,1
4190198818720830000,298.763,-11.0765,15.8,0.34,19.4,6.0,4.2,197.2386587771203,1
5237537211012390000,170.0998,-64.5104,12.3,0.97,4.5,1.3,0.9,260.4166666666667,1
4254977375279560000,283.4962,-4.6976,16.7,0.25,26.5,12.4,7.5,189.75332068311198,1
3341287129529660000,85.5516,13.1077,14.6,0.43,10.5,2.9,1.7,266.6666666666667,1
3341238918520500000,84.1539,13.0101,14.6,1.0,11.2,2.7,2.9,99.40357852882703,1
3341284037153130000,85.451,12.9625,14.4,0.98,7.4,2.4,2.7,183.4862385321101,1
6538585991555660000,353.2432,-37.8182,4.3,0.35,,,,55.74136008918617,1
5990508204254750000,245.5074,-45.2543,15.9,0.17,16.6,6.9,3.9,277.77777777777777,1
5990496762461060000,245.3557,-45.6098,15.2,0.59,18.5,6.4,5.4,134.77088948787062,1
3102514534445060000,103.7728,-4.1234,16.6,0.74,10.8,2.8,4.0,311.52647975077883,1
4112021141163970000,255.9684,-25.9244,14.8,1.0,10.5,2.5,3.0,113.37868480725623,1
5242811091552950000,151.9859,-70.1437,17.3,0.53,33.3,7.5,4.2,151.9756838905775,1
3102469733646770000,104.5762,-4.0625,14.5,0.15,,,,328.9473684210526,1
3102549001562540000,103.8791,-3.763,16.5,0.46,16.1,7.7,3.5,296.7359050445104,1
5999990461231530000,229.9332,-45.4674,13.5,0.88,11.6,4.3,1.5,149.47683109118086,1
5634274683154560000,138.3745,-30.9193,17.8,0.17,38.1,34.0,5.5,258.39793281653743,1
2062446701466640000,302.8451,40.0977,17.0,0.16,33.0,14.7,8.3,207.4688796680498,1
5857396962916960000,196.5994,-67.2653,15.0,0.19,9.9,16.4,2.8,325.73289902280135,1
2982682099324620000,77.9425,-17.0913,14.1,0.29,34.2,25.6,7.8,53.163211057947905,1
2286953781703270000,341.0619,81.3698,16.3,0.58,24.7,7.4,4.9,157.2327044025157,1
2286921758427100000,339.0627,81.147,15.5,0.18,19.6,6.9,2.1,261.7801047120419,1
6074757045753370000,189.8316,-53.271,14.7,1.0,15.0,3.1,3.4,103.7344398340249,1
6074703719438090000,190.9191,-53.4596,16.3,0.74,24.2,6.8,7.2,122.69938650306747,1
3515744474842920000,190.0599,-19.6843,16.0,0.14,22.3,26.8,3.1,289.8550724637681,1
6106576946610180000,220.2998,-36.779,17.6,0.69,27.8,5.4,6.0,149.92503748125938,1
6106562549879990000,219.714,-36.934,15.6,0.43,20.9,6.9,5.3,145.34883720930233,1
3149652109756300000,113.7368,10.3321,16.0,0.14,25.2,61.3,6.2,257.0694087403599,1
6704882349258500000,278.502,-48.5947,17.3,0.28,27.0,7.9,7.2,224.2152466367713,1
4465291203447200000,244.7356,16.5662,17.2,0.55,15.4,3.8,6.2,319.4888178913738,1
3788921265500260000,165.1193,-4.4455,11.9,0.16,,,,110.74197120708749,1
427875950683473000,7.484,58.0922,15.5,0.14,24.6,19.0,8.0,188.32391713747649,1
6111795056999880000,203.8289,-43.0031,16.4,0.92,20.4,4.3,3.8,128.04097311139566,1
6111841648805660000,204.9836,-42.6735,14.1,0.2,20.6,16.5,3.1,133.6898395721925,1
5840111437497160000,199.0036,-72.876,14.8,0.13,25.7,33.0,6.0,139.66480446927375,1
6072502291012790000,182.7067,-56.4454,15.8,0.61,25.3,7.2,4.9,104.71204188481674,1
6077710162189600000,187.8437,-53.3823,17.8,1.0,,,,137.93103448275863,1
6077711948896140000,188.0916,-53.2876,16.6,0.67,29.7,12.2,6.8,134.40860215053763,1
